"path","area","kind","size_bytes","line_count","sha256","disposition","target_pattern","reason_codes"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/automation/tests/cases/规则集管理/t01-key.ts","workspace-feature","text","3784","84","8f0aaea1631a222d79ec20c4e3f4c7b3233fc42801707edcfc738bf1e7ed1ff3","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/automation/tests/cases/规则集管理/t02-method-switch.ts","workspace-feature","text","4353","106","9c0bc11d50096e994392815dad429a697f5790634a72e4cb8701145af1acbae5","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/automation/tests/cases/规则集管理/t03-json-key.ts","workspace-feature","text","5612","118","fea633920ef6aa14e7420c3b95ac14625e26142c9af06e74d2d1bc82b0627abd","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CATCH_BLOCK:1;CUSTOMER_IDENTIFYING_PATH;FORCE_ACTION:1;WAIT_FOR_TIMEOUT:1"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/automation/tests/cases/规则集管理/t03-key-multi-select.ts","workspace-feature","text","9130","226","fff78c8cbdbc892cf999e977393c68738ef7d05c7e56f158d44c89f43d166348","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CATCH_BLOCK:4;CUSTOMER_IDENTIFYING_PATH;FORCE_ACTION:4;NTH_SELECTOR:1;WAIT_FOR_TIMEOUT:7"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/automation/tests/cases/规则集管理/t04-search-verify-content.ts","workspace-feature","text","8195","195","f9b6ba49f1fedea0ca7fa6676b40f0fa20acb2a30b1e5c65e928092db7dc1d80","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CATCH_BLOCK:7;CUSTOMER_IDENTIFYING_PATH;FORCE_ACTION:1;NTH_SELECTOR:4;WAIT_FOR_TIMEOUT:8"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/automation/tests/cases/规则集管理/t04-string-json-string-key.ts","workspace-feature","text","2761","62","b68458e3ae53b2d48d183a5d115b4b980f53df7f8a80d05c96c0e6ba53c3389b","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/automation/tests/cases/规则集管理/t05-key.ts","workspace-feature","text","4234","111","eddf66276a4a2436d7f11b7addf5a452d875804bffeaa25bd944c52ecfc917d3","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/automation/tests/cases/规则集管理/t15-case-15.ts","workspace-feature","text","1383","28","eb43ebc61f3884e7fc35a8ba80c5c5d11848fa3e6b1ba9d4163f30f7d960072e","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/automation/tests/data/.gitkeep","workspace-feature","text","0","1","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","rewrite-or-extract","features/<feature-id>/automation/support/{data,sql}/","CUSTOMER_IDENTIFYING_PATH;DUPLICATE_CONTENT:11"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/automation/tests/data/key-range-data.ts","workspace-feature","text","3352","75","d48af92cbcf7a0fb7400f667d11883a1fb2306b35e0bae4d73ae9ba970e201ae","rewrite-or-extract","features/<feature-id>/automation/support/{data,sql}/","CUSTOMER_IDENTIFYING_PATH;NONDETERMINISTIC_INPUT:1"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/automation/tests/data/key-range-legacy-data.ts","workspace-feature","text","3281","66","a1dd75fd6b7457c81b2c0663b236d80027018257721e3f937ffefab757ae445c","rewrite-or-extract","features/<feature-id>/automation/support/{data,sql}/","CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/automation/tests/data/tasks.json","workspace-feature","text","87338","986","dfc4dfe44617b6ba3b89851023b34b38e35a553b2fa6676fffa8924d5a18bad8","rewrite-or-extract","features/<feature-id>/automation/support/{data,sql}/","CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/automation/tests/data/test-data.ts","workspace-feature","text","17221","449","941b6cba13743e735c7195753842377ed291294b33e7c4e9b8e3e9c4bdbf914f","rewrite-or-extract","features/<feature-id>/automation/support/{data,sql}/","CATCH_BLOCK:2;CUSTOMER_IDENTIFYING_PATH;WAIT_FOR_TIMEOUT:1"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/automation/tests/runners/.gitkeep","workspace-feature","text","0","1","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","remove-after-suite-migration","remove; suite selection moves to automation/suite.yaml","CUSTOMER_IDENTIFYING_PATH;DUPLICATE_CONTENT:11;RUNNER_NAME"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/automation/tests/runners/full.spec.ts","workspace-feature","text","1693","31","c6bb6a8ada59a8861f18782bbb0231bcb720dae02111b924a7b4fe120811666c","remove-after-suite-migration","remove; suite selection moves to automation/suite.yaml","CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/automation/tests/runners/smoke.spec.ts","workspace-feature","text","134","3","847a9531363bb67b6b537ee152e00bb8d3913acb41bc5380d22e8eb1ac6ae483","remove-after-suite-migration","remove; suite selection moves to automation/suite.yaml","CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/cases/archive.md","workspace-feature","text","86988","1023","95f428e7168fd2051360aa53c98837b364c6f2cbff5b0d93e88a71a6213b7e02","convert-to-canonical-cases","features/<feature-id>/cases/{cases.yaml,exports/}","CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/cases/cases.xmind","workspace-feature","binary","23739","","d03f2021653b3bfaafccd6cad68afcf108ca936a770d8d9016050254a40d51fe","convert-to-canonical-cases","features/<feature-id>/cases/{cases.yaml,exports/}","CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/inputs/lanhu-snapshots/1-u1.png","workspace-feature","binary","102218","","38be5a8e7b98709fdcfc0392907ca1bf0de901d95b414125b6b5e8fc94aeb086","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/inputs/lanhu-snapshots/10-u89.png","workspace-feature","binary","431165","","aae55d54902b86661c1dcb9c65e868dc2fc7def0d65ecdff6ba9862dbd031858","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","CUSTOMER_IDENTIFYING_PATH;DUPLICATE_CONTENT:4"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/inputs/lanhu-snapshots/11-fullpage-15693_内置规则丰富_完整性_json中key值范围校验.png","workspace-feature","binary","541011","","a7fb30bb5b3ea7c3b037d9fef2f277670d7aee4d041764c40570b5385fb03c2d","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/inputs/lanhu-snapshots/2-u101.png","workspace-feature","binary","24994","","f172a0e56ed99162827320cb6444d21f1cd63c0d2390a2fe5a05cd7adfc7ce49","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","CUSTOMER_IDENTIFYING_PATH;DUPLICATE_CONTENT:4"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/inputs/lanhu-snapshots/3-u105.png","workspace-feature","binary","4186","","b01b727791d1bde3ca13b97eaefb4c4dfaf70d2d05bcf822852d445542d363f7","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","CUSTOMER_IDENTIFYING_PATH;DUPLICATE_CONTENT:2"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/inputs/lanhu-snapshots/4-u28.png","workspace-feature","binary","350838","","b8c21c2c8f0eea47903a79879e90577ff8617bd9b23a1c83221087c0ee827821","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","CUSTOMER_IDENTIFYING_PATH;DUPLICATE_CONTENT:5"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/inputs/lanhu-snapshots/5-u31.png","workspace-feature","binary","3294","","4c7512a53e9586d8dd235f62c5a8125305478b5059d71dfffd4056cf3e0e3ba1","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","CUSTOMER_IDENTIFYING_PATH;DUPLICATE_CONTENT:5"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/inputs/lanhu-snapshots/6-u33.png","workspace-feature","binary","267173","","ab0a6e010701981f70bc4c72dc2cea6e43f817cd67b738f691300c2df076574e","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","CUSTOMER_IDENTIFYING_PATH;DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/inputs/lanhu-snapshots/7-u61.png","workspace-feature","binary","247781","","18351508350b4afe0b1eb622fdb9276b629f393f002beb0a4b08d4e990f7023b","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","CUSTOMER_IDENTIFYING_PATH;DUPLICATE_CONTENT:7"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/inputs/lanhu-snapshots/8-u8.png","workspace-feature","binary","5578","","919d2e7657bbafd463daa12e4b2ed87209c90b0a35e75f054c742cf32554bd7f","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/inputs/lanhu-snapshots/9-u87.png","workspace-feature","binary","3772","","fc0b34f22a9829056c172e3f4857a788f334e8e8ce613f09b8900b555fc05c29","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","CUSTOMER_IDENTIFYING_PATH;DUPLICATE_CONTENT:6"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/inputs/reference-docs/15693_内置规则丰富_完整性_json中key值范围校验.txt","workspace-feature","text","3483","180","570b734ec25e1045822c725a31d352dc02052340d13776383f96816dbe2f5f70","normalize-and-deduplicate","features/<feature-id>/inputs/{sources.yaml,raw/}","CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/metadata.yaml","workspace-feature","text","852","37","8bbded5a6681fb0fbd942839e43f68c18e629d62b12723f619704c621e652289","rewrite-schema","features/<feature-id>/feature.yaml","CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】完整性JSONKey范围校验/prd.md","workspace-feature","text","4550","220","ffeb70e6b9d95fef4219f0a29fc8e9a56676b12656f7a8b3a3c58ff9b41d8f57","relocate-and-classify","features/<feature-id>/ under flat ASCII stable ID","BROKEN_LOCAL_LINKS:11;CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t01-json.ts","workspace-feature","text","5316","128","e337cac487ed0b5b496ffc482552216c6274c7f64e88d8c0fd51e7db9c85c6a4","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CATCH_BLOCK:1;CUSTOMER_IDENTIFYING_PATH;WAIT_FOR_TIMEOUT:4"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t02-json.ts","workspace-feature","text","3104","69","26da434ad959acf5ad35d60a3740be27cfc622d08e5927dd4f3e930a34040340","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CUSTOMER_IDENTIFYING_PATH;WAIT_FOR_TIMEOUT:2"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t03-dom-json-int-json-string.ts","workspace-feature","text","4867","118","8c0804193ecf6c6f83de43a3c1c087031f1f23908439d781b7d4dcdfe2d062de","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CATCH_BLOCK:1;CUSTOMER_IDENTIFYING_PATH;WAIT_FOR_TIMEOUT:5"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t04-key-value-key-value-key.ts","workspace-feature","text","6984","175","e365ce2dac07a4135ab6713deba5a60a70a79c2181a4f2da4b8ccbd7d1ae5ad2","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CATCH_BLOCK:4;CUSTOMER_IDENTIFYING_PATH;FORCE_ACTION:1;NTH_SELECTOR:2;WAIT_FOR_TIMEOUT:4"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t05-key.ts","workspace-feature","text","11233","287","81f1b5845dc755f1cce4945fca85b276b2044de8aba1a2e99d43c9a66484f2b3","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CATCH_BLOCK:13;CUSTOMER_IDENTIFYING_PATH;FORCE_ACTION:1;NTH_SELECTOR:2;WAIT_FOR_TIMEOUT:9"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t06-key.ts","workspace-feature","text","1816","45","bded7829ef690867fa1ad2412b3d4a3cd63f2e1e35f1289d251d3e8eb91fb12c","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CATCH_BLOCK:1;CUSTOMER_IDENTIFYING_PATH;WAIT_FOR_TIMEOUT:1"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t07-key-200-200.ts","workspace-feature","text","1720","40","4f9efb4a76230fc48e4b958a560b835a7d36cc940c85f2da89d132de4ba46c55","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CATCH_BLOCK:1;CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t08-key.ts","workspace-feature","text","2220","53","bd058865f5dc2cf457d0b1daaf85c5abfb305f00cb99a37d1732401b509bea38","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CATCH_BLOCK:1;CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t09-key-key.ts","workspace-feature","text","2463","56","3d316db93a97692aee7290e392687a7300cc4c93970a8313b4baf3f58e061ec4","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CATCH_BLOCK:1;CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t10-value-key.ts","workspace-feature","text","2336","64","f00c3e5da25d04a1071bca4df6e6f2fb469e50c11a80c3c5f2183773d19c51e4","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CATCH_BLOCK:1;CUSTOMER_IDENTIFYING_PATH;WAIT_FOR_TIMEOUT:1"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t11-json-string-json.ts","workspace-feature","text","3364","84","8acc16d2b18ac36a752eacb2e319ceced66cd3b07c2efb003d1a7f7acb7105c0","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CATCH_BLOCK:2;CUSTOMER_IDENTIFYING_PATH;WAIT_FOR_TIMEOUT:1"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t12-key.ts","workspace-feature","text","3757","83","3318a49bd53055c386449c192f0c53d1f988fcfc14d43b1e3d487825e2c3fba9","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CUSTOMER_IDENTIFYING_PATH;NTH_SELECTOR:1;WAIT_FOR_TIMEOUT:3"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t13-case-13.ts","workspace-feature","text","6362","154","ea12210f6c9e1d5e92dd7cb313cfc92e4c647084622841a33f5d291b931d8d6f","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CATCH_BLOCK:5;CUSTOMER_IDENTIFYING_PATH;WAIT_FOR_TIMEOUT:3"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t14-json.ts","workspace-feature","text","2077","39","dcbf19c75202ecaa85f2fb7908fc618b2e6a11475b4c3a81eccba18fd6391874","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t15-json.ts","workspace-feature","text","2631","50","4ed4223095fe0ecc1a8898444992b80b96fb38d3b2ac3c8ddbee79a1ecd329cc","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t16-json-sparkthrift-2-x.ts","workspace-feature","text","3335","78","f052f425ef51eb9c2596de731c637d1c6cb6b666e48ad171282d04dc97071854","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t17-json-doris-3-x.ts","workspace-feature","text","3311","78","e19a4d19d5e43e4eeb0ed87a8183b8a92cfbc4e59ae08ff167a99952ed18f5b7","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t18-json-hive-2-x.ts","workspace-feature","text","3307","78","4cdb8bbeea5d18bdec704227e5756e9b0e9da6d04bae076808be41a6525382bb","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t19-json-key.ts","workspace-feature","text","3311","78","f4a7406d06c585be73cb9e4cb2dbe5c041aea8a6fd3d2eea41afcdf1a2bc230b","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t20-key.ts","workspace-feature","text","2666","55","c8a2ac8f188ca4f19a203184d513a0e4abc19b8fa4599515f9bcaf88b6d4f141","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CATCH_BLOCK:1;CUSTOMER_IDENTIFYING_PATH;FORCE_ACTION:1"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t21-key-value.ts","workspace-feature","text","2473","52","2984827d3de53688544f8af12bec82745ca8a71cc7b5fb682caf2bbc82c78e60","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CATCH_BLOCK:2;CUSTOMER_IDENTIFYING_PATH;FORCE_ACTION:2"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t22-json.ts","workspace-feature","text","3328","78","1bc08936601e70a742c329a6c06c6a4662cb0080a72577365019f6c6d479b3ad","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t23-json.ts","workspace-feature","text","3346","78","b62fa8478f8f509cdbaf189a90ec77b82e66051817fae4aa26ef777080ade0a5","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t24-json.ts","workspace-feature","text","1961","39","bd038b704045c7909d5d7a0a202b6e69c563d978d5592052990ac51ed94e339b","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t25-case-25.ts","workspace-feature","text","3845","100","9c128108881903b204464fd33f44673aa81f1c9d4ff40212e80cda93e9d42e97","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CUSTOMER_IDENTIFYING_PATH;NONDETERMINISTIC_INPUT:1"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t26-case-26.ts","workspace-feature","text","1632","34","3afe155ccc02ecea9d64c52682c1c6a92e65a46c0acdfd5278a4cd822d3c82ed","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t27-case-27.ts","workspace-feature","text","3182","77","33d24a8ad15e192d694f0cb26d42e03281a793be7b0b8f9233ef67239ff55ea0","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t28-json.ts","workspace-feature","text","1738","35","497036a7a425179dce4b184be3be395ef934df654cea26a38748673346104c38","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/cases/t29-json.ts","workspace-feature","text","2034","40","9055a739c2502d770bfb7108955061879c91e0d95041f7ccbe1bdffd8d71235e","rewrite-or-extract","features/<feature-id>/automation/specs/<case-id>--<slug>.spec.ts","CASE_INDEX_MISSING;CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/data/data-15694.ts","workspace-feature","text","3920","86","2a4ddb2f4441f392d6b3f0be1a9d4ef260f345f3667bc7a73467323cd1e8a8dc","rewrite-or-extract","features/<feature-id>/automation/support/{data,sql}/","CUSTOMER_IDENTIFYING_PATH;WAIT_FOR_TIMEOUT:2"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/data/json-fixture-sql.ts","workspace-feature","text","519","15","b214cbb1d4b481490dc8c626661c525025ce2451d675f83b73548d7024a201d5","rewrite-or-extract","features/<feature-id>/automation/support/{data,sql}/","CUSTOMER_IDENTIFYING_PATH"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/data/test-data-15694.ts","workspace-feature","text","3825","85","758b3fe3a3a3a35de43be69d2570b5f1a8701a0c1fb5133d8ce4c7c96e9108bc","rewrite-or-extract","features/<feature-id>/automation/support/{data,sql}/","CUSTOMER_IDENTIFYING_PATH;WAIT_FOR_TIMEOUT:2"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/data/test-data.ts","workspace-feature","text","15642","458","f62e40308743404ee36c49fecb57989434f027016c642bde947cc3cd3ca7f3f0","rewrite-or-extract","features/<feature-id>/automation/support/{data,sql}/","CUSTOMER_IDENTIFYING_PATH;WAIT_FOR_TIMEOUT:1"
"workspace/dataAssets/features/v6.4.10/【v6410】【岚图汽车】【数据质量】有效性JSONValue格式校验/automation/tests/runners/full.spec.ts","workspace-feature","text","1058","31","16bfb365996195d7d86f3269421fce7aa6200458cf6030c501131c231ebd9a7a","remove-after-suite-migration","remove; suite selection moves to automation/suite.yaml","CUSTOMER_IDENTIFYING_PATH"
